N1.AVG_Signal	N2.AVG_Signal	CQ1.AVG_Signal	CQ2.AVG_Signal	0.1%1.AVG_Signal	0.1%2.AVG_Signal
664.855	805.58	673.2549	807.5346	495.0767	514.329
143.6385	161.6335	160.7595	152.313	155.1174	136.8133
157.4193	164.9523	165.3654	169.7365	132.6985	150.7746
134.5627	113.5278	124.3884	115.1409	115.1773	104.6324
106.9729	114.8332	107.7454	116.5361	102.207	100.5252
235.9486	242.7452	175.3126	192.2937	188.6304	187.0586
136.7693	134.4272	143.9633	131.6623	126.3584	119.3577
182.5516	173.6131	209.5318	218.7047	145.8938	155.6134
235.6361	208.3895	229.4088	216.1503	164.4635	218.822
167.2531	188.9207	216.0078	164.8208	169.4728	161.7246
154.5275	169.3436	162.4178	152.7036	135.0215	150.2746
212.4721	208.6098	195.4658	186.7965	187.6604	195.2002
165.6604	181.976	168.8678	184.1745	166.0396	160.981
200.1487	208.1793	265.9597	216.0406	215.3791	174.1212
613.4687	620.5465	284.6591	309.2591	393.1186	395.4355
142.0182	145.9176	135.8554	136.7938	132.8033	118.8507
163.8131	172.4924	170.442	173.3743	135.7817	162.4207
180.2358	181.6662	169.6881	155.9896	245.9369	248.4218
143.037	154.5005	141.0515	149.8455	139.8349	140.5804
146.1421	144.3807	144.6122	134.8805	137.9267	134.396
154.3284	176.525	176.4691	161.1863	157.1987	189.0276
83.29823	89.46538	89.81191	86.42859	71.82169	91.54997
281.7735	264.1103	216.4776	208.7675	229.9464	242.9134
192.9642	218.1922	321.4743	369.5539	170.7868	189.963
99.35858	93.09179	81.83125	90.23594	89.60809	86.39067
117.0818	126.9716	134.2466	140.1962	113.591	117.2457
151.4467	152.7627	144.1343	135.8993	144.1317	138.9285
146.3837	124.6913	139.8658	141.5098	124.5041	121.3009
336.9554	304.0938	578.6826	439.2531	285.3633	381.0449
130.8109	130.8795	139.2174	134.0604	120.2916	116.8297
519.2079	509.1917	367.5428	350.4075	341.4881	383.2241
97.97462	94.86044	109.5332	88.2683	103.649	92.54244
140.7212	128.9768	130.6391	143.6833	124.7852	122.9426
165.2414	133.8806	128.6721	150.3834	149.063	125.1034
163.4018	151.8486	177.8187	139.282	134.1936	142.3599
121.6339	121.3495	162.7162	139.1452	130.9025	122.326
183.3638	164.8072	156.3917	158.3981	146.5331	152.6614
123.7894	103.8512	113.4311	103.1383	107.72	100.5677
159.8059	165.503	169.0556	192.2467	150.6902	157.4026
207.4108	205.1124	172.6321	199.53	288.5938	338.8999
304.4089	277.513	202.5587	197.8961	191.4598	179.38
203.4133	193.5244	157.3171	154.7646	180.9208	193.4929
184.7871	199.8618	328.5476	279.6826	129.7661	137.4068
663.4089	663.0987	643.1667	655.9659	760.0473	629.6963
237.1115	208.3178	185.7732	177.4163	184.3979	201.17
290.5481	319.2126	195.9658	209.4695	326.1475	368.8372
139.126	180.5215	173.3111	153.5627	135.5543	148.0659
362.6797	347.948	220.6017	244.4363	283.3607	248.0957
162.3764	155.3545	179.5491	169.4482	138.9197	169.2892
147.5453	129.6419	143.0879	139.9195	128.109	131.6127
193.0376	186.7395	174.9407	156.6124	160.779	179.9316
163.8047	169.2742	187.6428	170.1007	164.1844	168.6437
151.624	142.5649	153.0342	141.8401	152.0977	140.3963
173.688	140.1128	167.599	130.3281	137.4194	133.4961
110.7719	118.103	114.5237	114.7608	100.2003	89.35491
131.8914	154.643	156.5651	142.551	132.0704	148.5948
149.9928	152.0621	133.4505	146.56	133.7922	147.8335
278.6301	299.3497	206.643	210.1779	208.6616	227.2705
271.4107	268.6317	239.6305	222.4669	204.359	196.1056
107.7077	92.98992	105.8211	113.7079	93.50964	99.80857
186.9836	187.229	181.8409	169.0266	175.9692	150.6954
178.8674	211.9339	195.8226	186.8776	180.8651	168.7127
125.6682	127.2357	132.162	123.4602	125.1537	110.0902
1214.925	1176.721	1611.5	1545.594	972.1376	1062.515
209.0818	210.1242	224.78	191.9143	156.9894	186.0559
160.2363	161.554	164.3233	173.5372	159.3616	156.6603
140.9208	160.7211	152.2587	130.5628	139.0133	141.8825
133.1258	123.9171	124.5053	113.8569	123.8573	127.3174
9770.046	9089.806	10757.93	9522.904	10756.94	8468.614
292.1339	273.8447	190.906	191.9932	212.6141	209.3123
192.896	162.1177	181.2475	165.4487	161.7765	164.1268
1611.972	1624.534	1264.629	1227.219	1213.136	1256.012
144.1121	140.7857	146.6475	146.2953	133.2751	131.2682
103.6052	95.36019	100.0683	89.17057	96.81614	93.1515
154.6965	154.7359	152.5077	129.3233	124.1729	141.3798
238.12	197.8191	387.9337	367.4847	168.6129	163.5976
218.8888	224.4234	189.899	211.0562	177.1414	198.4535
123.4268	123.3254	105.3766	111.7908	108.7563	111.0391
144.4918	170.9799	131.7843	147.017	118.9051	137.9562
136.8268	134.3955	131.5705	129.8925	130.6283	128.9866
99.3829	111.3141	111.3343	107.9076	106.3221	108.9417
172.6845	166.8842	175.1431	179.3404	203.1449	180.3916
714.3602	794.6273	524.4652	703.4298	558.4166	611.6757
142.4476	155.8938	140.9171	140.1713	137.8424	126.3641
145.1378	149.5983	132.786	125.2272	131.5868	114.5747
143.1504	160.2169	153.4791	156.0497	144.3308	153.6663
87.46035	92.67262	89.11791	82.45924	80.63785	79.75108
147.3842	154.7674	161.3892	151.5896	148.0412	140.2596
270.5646	300.6548	217.1823	226.6421	237.563	224.9978
334.6687	334.2573	310.7533	289.2883	281.8112	259.0984
184.1396	179.0533	159.5632	171.3932	165.0947	171.2422
304.0927	290.16	223.3786	229.6436	193.6559	158.824
142.2302	164.0607	159.8279	145.3497	149.6052	143.3339
172.4433	194.3909	201.1286	190.3867	163.1354	162.1493
158.2366	171.9251	152.9529	141.4263	144.6782	143.5595
146.4198	143.4339	133.2128	133.0965	125.2451	134.1089
84.83569	84.29253	96.59664	83.00374	87.20001	86.01778
104.2116	113.1936	93.0996	90.47607	84.30757	97.98495
160.8724	162.1153	171.3643	143.1993	132.3235	147.1528
8144.315	7404.785	4816.26	4575.398	6475.401	5017.064
406.2047	478.5933	416.6613	335.601	464.9234	455.0352
227.1125	217.4764	161.2315	181.7406	165.8738	162.7092
107.8913	116.3455	111.4327	113.8038	109.7911	116.7519
151.3605	148.3015	124.5023	124.2314	110.1581	115.8887
172.4601	162.481	169.8592	173.7108	232.6728	245.2802
162.8497	147.7731	152.6816	156.5148	151.943	140.7911
184.0913	208.1036	185.9245	179.2224	170.9274	176.3995
119.0767	131.5844	115.3963	122.156	112.8549	129.3354
136.0365	134.8691	123.3392	128.2718	125.2108	121.6283
1421.097	1316.321	770.9314	606.1894	770.3718	879.0886
141.1906	142.051	151.3858	137.3606	128.6905	132.8231
169.3904	194.116	170.1582	157.8553	174.3601	157.3308
139.0208	115.1807	132.9586	123.4538	114.549	132.3256
279.9396	287.355	262.9302	274.7867	250.5697	271.4601
240.0765	246.6275	194.0579	206.976	186.0605	155.1426
496.8152	475.0929	329.8003	349.6678	421.985	404.5978
118.6712	111.1311	106.9687	115.217	100.334	109.3421
115.7363	127.8855	108.1602	102.2646	117.3634	87.72049
232.8056	238.2705	235.2411	229.8394	160.6148	190.6299
130.8393	137.7111	110.2583	124.0455	106.3249	118.5834
5586.858	5572.646	3495.106	4244.395	4488.937	3841.237
105.4969	95.92829	99.40744	98.26031	99.88605	86.82223
97.8828	103.4705	89.3506	91.11095	90.40987	93.49623
166.6814	158.2627	135.8468	123.8853	133.5461	137.4088
722.8318	679.8178	201.0859	214.4788	554.7883	499.8096
191.0048	182.903	176.2799	146.925	150.4208	170.6638
121.2691	114.5495	120.2401	127.2256	101.4329	130.9733
113.4592	112.4069	100.1992	113.4787	108.5344	119.9433
209.3368	166.7677	187.5924	181.5758	190.1033	187.8455
185.7732	165.5567	165.548	159.8178	150.9769	145.5145
108.153	109.483	102.9745	92.96736	108.7141	101.6226
2369.524	2159.756	2553.544	2697.512	3476.713	3309.504
182.3322	164.8699	158.7135	161.4245	135.0722	144.6142
223.7114	214.7393	175.4615	175.3402	196.9717	183.8043
136.5515	126.9271	131.1243	126.9089	123.677	114.4411
145.55	164.8207	160.0851	157.4253	144.0003	137.0749
272.75	270.6078	184.2868	192.9429	217.251	210.4497
172.8213	206.0502	134.7366	149.4857	152.6494	148.668
883.0802	1007.566	1179.509	985.5051	878.8847	915.3641
271.288	280.8826	206.8021	174.0022	228.925	219.841
112.9881	139.0106	125.2819	125.8288	128.405	123.8505
1393.521	1233.874	1305.519	1273.281	1267.204	1406.086
109.1414	113.5672	133.6271	133.6222	102.497	98.7392
253.5811	236.5733	208.0623	205.7518	196.4949	197.5043
212.1415	189.3781	204.9157	182.9444	189.664	217.264
30063.13	28562.59	33862.3	29970.98	29380.1	23611.46
142.5889	130.5343	125.431	134.646	130.398	128.2389
119.7249	115.1888	116.4256	111.232	106.5782	99.59588
150.6877	174.588	160.5275	166.0885	142.2446	159.5396
175.2552	218.0142	204.3428	191.4012	165.6688	174.6329
162.1865	166.2736	148.3787	164.0779	162.2257	167.0403
1085.563	859.5333	1492.305	2085.527	867.4696	783.2932
465.7033	484.5793	559.6296	540.6238	473.4424	373.2964
218.6056	207.4406	201.4053	233.5898	197.7635	187.6
112.2113	109.9474	103.2155	100.4035	97.15166	97.37914
176.8356	184.9538	192.3999	158.5854	178.5145	171.5818
169.31	162.7461	150.8165	199.3826	144.137	158.9117
3991.213	3841.346	2410.248	2390.531	2823.063	3283.196
134.6679	118.7856	114.6715	114.3483	114.1233	111.1471
90.90405	97.2218	81.15505	93.85637	95.45407	79.43378
403.3625	349.9352	441.0687	389.0615	353.5189	319.3452
143.1243	161.0813	147.1539	121.2449	147.3673	131.4028
397.6589	447.9643	640.1115	575.2798	404.524	398.0731
5732.994	5700.675	5327.087	4640.358	3672.569	3589.728
103.2296	87.13583	122.7238	94.5006	96.97455	101.0954
283.7238	270.2286	491.9991	449.6647	456.5097	537.2106
157.7097	165.6458	144.7349	119.8682	174.4653	144.224
112.8234	104.3497	115.706	98.78838	97.73692	99.08907
106.808	98.16934	104.4715	104.5073	87.29649	107.3663
148.4608	124.9846	119.4878	136.1643	111.5639	116.2312
186.7013	159.9743	174.6478	202.4871	171.5236	171.1301
96.12408	94.50824	93.54028	100.2568	97.41803	89.18249
210.6049	215.3369	183.6098	180.9018	144.6664	162.7988
195.5277	193.6502	188.1149	187.1161	172.6618	165.9967
153.4491	158.1179	163.0281	165.1786	148.2061	135.491
146.7075	162.5242	144.84	142.5927	134.5153	160.1453
403.8628	388.0068	376.3231	370.6342	431.7871	385.9604
127.9734	130.1963	116.6518	130.7834	122.146	107.0411
117.3936	113.4841	119.7917	108.9938	109.2456	103.4575
345.7191	356.0276	285.3413	311.9718	234.5773	245.1975
215.7868	205.1363	162.6395	160.58	247.7259	252.3872
207.1357	184.5941	112.3357	113.7582	116.6552	127.6379
142.2881	158.2848	153.7849	145.3569	145.051	153.3486
525.3391	485.4431	307.5176	258.5966	374.0196	411.8136
107.3921	96.48104	107.8597	102.4001	111.6794	105.2506
109.7936	116.1676	110.8533	123.7177	102.144	93.99137
206.0093	198.7338	192.6338	199.9946	180.5492	176.7279
116.3853	137.4093	140.5427	128.9259	117.7217	107.1574
123.0851	130.5417	112.9382	112.9201	114.2589	98.14133
151.8559	172.9393	177.1652	170.0324	170.2012	173.2165
104.3602	115.0648	112.8417	109.9651	102.0679	115.0401
96.96893	111.8009	101.7362	105.3599	104.6405	88.91364
176.31	167.3854	164.4887	155.5035	144.1465	147.7789
194.1245	191.0366	134.4111	136.1189	100.3753	117.5791
143.3141	138.455	141.6853	135.2056	123.4955	134.9494
791.4828	763.5905	738.8295	725.2087	929.4485	1209.046
114.215	118.827	116.9764	114.5555	109.3114	104.1398
164.134	170.3885	180.6231	156.4406	152.4021	147.9041
1249.861	1244.527	3175.708	2914.135	2192.349	2052.668
95.15662	87.92619	80.76165	88.32238	74.52114	91.701
191.9823	219.6107	153.1674	144.7037	216.1972	207.5616
631.7245	696.4713	391.2511	404.7495	408.1935	421.4552
102.8487	119.4604	92.78262	119.0458	109.2817	107.6569
125.148	141.5133	137.486	146.4944	141.3426	175.5051
176.6338	180.3913	152.6099	170.3558	164.9979	158.7043
170.5072	160.2305	150.7014	154.9411	160.0852	155.5824
93.11829	102.3642	96.22057	103.7598	97.90902	91.87726
123.1028	120.6771	112.7072	110.9375	102.8093	98.22484
197.8926	195.5448	217.842	234.7847	141.75	151.9093
187.9872	212.0184	182.5242	207.3759	165.5947	177.2949
134.5329	151.2737	142.5905	145.6239	134.0391	143.5076
167.6562	149.6074	147.4358	167.2608	173.8991	170.6084
74.9849	83.88766	78.22096	73.60923	72.01099	67.39957
328.0657	296.8677	199.5153	217.9407	242.4485	277.1274
116.9753	121.1252	109.8547	117.3593	107.7682	107.9138
123.894	149.1987	148.4425	154.3079	141.9073	131.4982
83.9329	90.78204	80.22305	68.21424	70.23297	70.63528
3565.938	3554.69	2857.439	2633.62	1479.696	1552.373
6406.966	6247.915	6092.058	5779.108	4198.542	4743.048
134.5498	112.1421	129.9187	128.0883	130.6536	118.4244
126.2288	120.6393	112.5317	112.0594	117.2017	108.7312
133.9345	143.7733	139.622	168.5322	144.0909	136.2896
241.6657	245.216	194.8132	182.9118	172.6739	184.1161
78.71627	80.1613	80.14762	73.1996	83.02485	78.99623
177.5848	161.5651	136.7726	152.4746	134.9026	152.3368
85.97791	110.7981	89.08865	87.06088	91.19857	98.22854
188.2731	201.0883	161.9637	179.0165	173.5915	158.4238
116.2419	109.0886	107.4053	93.08617	97.02773	107.7892
225.9345	241.5762	206.2282	222.7715	194.6656	191.3555
178.1686	185.4603	153.5538	162.447	153.6906	158.3714
156.9394	139.0126	154.0459	153.7103	138.2464	133.8306
240.2768	240.7886	212.5453	205.3106	226.8522	225.9714
130.9393	140.9174	113.9273	111.519	112.7217	132.4758
162.2796	134.3133	163.8221	130.1364	124.1805	147.8161
93.81976	92.07349	107.5678	111.7136	91.28805	103.3196
162.9236	154.9217	147.5887	161.9236	152.7622	153.1212
792.7883	735.6708	877.3341	852.5593	710.1978	683.4866
134.8536	129.0609	126.3242	134.7552	123.2526	131.3026
125.7782	134.5207	135.2923	148.817	114.1112	111.5767
230.4362	210.0198	159.7159	160.4853	191.5591	181.9176
353.8208	383.0331	183.0486	198.7816	238.9032	253.0522
217.1377	191.8995	185.3728	181.8191	164.591	169.4126
185.9778	171.6883	196.7987	179.7217	191.2458	177.8482
110.7019	115.6993	136.9	142.4502	128.028	121.4135
155.0662	155.3629	155.2381	142.2156	147.0586	156.9946
142.0772	151.7337	145.9071	133.4813	149.7375	126.1843
109.4313	91.10732	164.5889	169.1608	110.1852	110.4386
422.0896	469.0587	463.6352	506.4965	263.3337	278.7981
146.6175	125.4488	131.2854	137.1804	137.8998	125.4032
141.8378	157.884	143.8488	132.8599	122.6596	131.4045
5609.759	6069.428	4835.365	3999.144	4843.396	4882.819
524.6578	502.4526	265.1255	292.1675	388.9915	376.3342
191.881	189.8326	212.1176	214.027	196.4888	192.1234
122.4562	141.884	132.9615	132.6171	115.9314	129.4638
244.5223	239.2631	177.4765	188.4292	189.2694	189.0269
142.0888	138.5951	123.7209	113.1751	115.7039	114.2221
144.6523	140.4658	168.2974	125.5487	144.4119	139.0718
190.6683	189.2071	174.5504	160.0847	173.6919	188.388
188.1136	191.3323	177.376	187.569	180.3855	188.8905
135.8901	129.3613	129.7844	120.1478	120.5161	131.758
289.353	317.7501	234.3714	259.9599	209.3914	225.4696
153.5629	152.9548	139.0066	149.7132	135.726	143.1726
128.3116	135.5281	135.181	138.0268	123.373	147.3011
286.7706	284.9618	217.4674	182.74	275.3964	266.6016
104.3029	110.5888	105.9778	110.7511	97.41206	101.0886
221.9784	208.4229	202.1124	206.3304	190.1287	173.5008
792.321	859.4197	749.2752	731.9767	758.1483	664.738
709.6031	735.0883	840.9835	851.4474	586.598	619.3729
1134.68	1206.166	803.5417	679.1328	1124.864	1179.44
162.15	169.2035	163.081	156.9012	161.9828	171.2926
161.3491	188.7901	168.1427	151.6222	158.1519	146.3227
2632.678	2709.316	2329.482	2768.419	1055.576	974.6177
1579.612	1398.813	1617.775	1428.433	1520.183	1229.755
142.027	150.9322	156.5297	148.7539	129.6185	128.8366
149.0703	151.5843	138.4605	127.114	130.7074	120.3269
126.1274	117.3238	124.775	116.2857	115.8413	122.6602
1449.788	1424.014	1125.102	1262.451	802.3857	854.3079
154.2951	158.964	133.0499	155.8636	133.4369	154.6261
196.4404	195.2504	178.9312	180.7032	151.9314	208.276
144.4755	139.0171	134.8216	138.7722	131.9545	132.0474
1466.356	1634.688	901.1985	755.6472	1020.507	1031.012
85.91236	97.43267	98.45546	91.58588	84.93459	86.88918
176.5045	193.735	195.0981	171.0583	164.1484	166.5983
152.9272	146.2505	156.5365	149.7878	137.8032	142.6936
1777.127	1814.854	1131.37	994.6704	1268.116	1298.308
1801.089	1655.626	1511.083	1207.102	1911.396	1935.791
135.9841	138.1993	137.0244	134.9262	124.7823	119.613
134.4625	164.8227	156.3968	108.4598	130.0159	133.6119
123.6651	123.622	114.7795	124.2715	114.9098	127.1869
192.0319	175.0355	169.405	174.8484	161.165	161.5971
316.1333	276.5253	212.6953	203.7471	186.7298	185.887
164.0968	163.9295	163.3471	157.9059	163.5993	158.9013
143.2798	150.5386	143.3005	156.5701	136.215	154.7398
116.7639	114.4165	126.9835	131.3071	120.7947	126.4089
450.0218	450.0105	532.7921	464.5538	347.418	361.835
141.3086	152.7784	130.2926	140.6004	132.6143	136.8551
146.147	160.0516	143.9566	156.1273	147.6484	140.7308
211.4275	179.2355	188.4967	190.9114	156.0382	202.15
135.8845	125.3291	133.2826	136.537	129.6731	127.1046
129.9153	135.52	114.9142	113.3774	144.9015	142.9138
97.22635	95.38137	94.10924	99.022	88.67719	78.27269
1157.115	1080.586	1557.761	1650.635	600.1694	689.274
155.8084	159.7134	165.1261	151.5704	152.3331	141.9232
97.8848	97.63371	103.665	93.22614	87.60289	69.33525
123.2896	134.2121	116.1742	130.8056	124.9199	119.5058
1205.244	1218.353	556.6649	593.7446	814.4615	873.4715
137.9184	144.3405	148.1352	159.88	118.5201	125.6804
138.5244	137.7601	138.7504	140.5545	134.2258	145.6972
97.18128	103.4596	87.79211	86.09314	91.38851	84.33268
148.4917	122.265	116.2482	124.0684	109.2212	104.517
739.3095	692.1065	328.6487	308.489	379.5911	365.319
106.8705	99.67677	110.0046	110.3813	99.29342	105.2727
151.1475	182.4921	152.239	157.9802	173.2704	170.5957
181.394	168.887	167.2336	145.1763	177.5562	154.6057
138.9926	134.519	124.5159	122.7137	124.0339	126.3315
151.3607	160.2897	164.9838	158.2278	146.683	147.9757
2460.388	2265.577	2519.984	2440.966	2361.238	1997.994
109.1766	117.9697	123.8563	113.1774	105.1265	115.6835
125.4863	118.1325	113.3285	121.9356	112.2267	111.8069
147.6724	136.9249	122.8259	126.54	138.9983	121.9549
1032.092	1172.326	676.2982	861.4271	850.5734	814.2757
184.1493	144.8342	148.0027	162.4132	156.2642	192.7226
158.1974	158.8311	150.7457	156.4097	151.2268	147.3511
144.0374	130.9025	138.9493	129.5395	126.0202	121.4972
100.457	111.8411	97.34236	112.0846	110.2344	98.14694
716.5139	778.8495	182.9911	216.3007	306.3391	281.092
104.3219	94.82623	92.39585	94.17821	95.50793	95.45951
118.5665	131.5795	104.337	87.60326	86.78088	103.5217
188.7316	190.69	186.4916	180.4551	188.5667	198.1161
115.9118	127.0964	105.5478	114.9894	112.23	110.7738
114.2515	114.0411	111.9201	111.4623	101.6025	120.7314
141.5973	145.2065	143.1503	140.3467	155.1519	162.7399
124.7844	114.9821	110.8725	113.4124	116.6913	91.17403
133.5457	125.8242	132.1201	130.3404	123.2389	112.2515
102.9821	116.5914	114.9263	104.6137	104.1857	104.5175
139.3126	158.9667	153.1156	151.9517	152.0645	156.1138
611.0299	586.0229	409.8474	425.7392	383.9303	470.6591
196.121	204.2102	186.5191	193.6824	184.9088	186.616
181.3634	161.235	168.8517	152.626	148.748	162.7336
182.8493	186.1936	159.1233	168.7747	173.1898	156.6605
102.0944	100.6735	107.5645	111.0674	94.0285	104.2173
162.9295	158.5934	172.8234	176.554	156.1731	154.6745
1441.188	1459.043	695.9496	764.7325	1204.544	1370.003
142.819	140.4649	142.952	155.614	144.3911	126.0473
136.2195	126.5189	139.4566	131.138	125.7445	125.8418
136.8409	121.4744	138.9971	124.4487	125.6829	120.7641
141.1835	135.4062	136.0696	112.2892	120.4322	146.956
219.4857	226.9638	114.0995	105.0748	140.2093	139.1187
290.6279	258.3644	126.0158	131.91	207.4405	221.4476
159.693	137.6051	139.0953	149.7116	138.5937	137.5151
137.9729	135.9934	114.6231	115.7692	115.3345	135.8013
174.3994	157.9334	182.9527	202.8182	180.5008	176.3396
165.6263	170.5736	155.8179	146.1344	152.3275	141.7306
136.2335	145.5554	117.5459	115.3341	117.3512	129.9092
159.2168	193.0841	177.6303	182.4697	177.8039	184.6349
4290.792	4313.378	2168.148	2609.293	4381.424	3811.615
116.7697	124.5031	120.228	125.9148	124.2329	107.1228
159.9914	143.6728	143.77	141.6441	142.6458	144.1714
164.8509	175.553	164.4327	153.7063	121.568	131.9328
175.2006	155.0793	172.2667	169.5578	157.3164	161.856
303.1381	274.0528	217.606	241.5499	263.7764	259.4478
711.4568	673.4148	899.0145	814.9546	514.3741	563.8975
171.7352	176.1464	160.8956	163.1589	157.4158	184.0295
125.0075	130.1641	131.7477	132.7543	123.9342	113.9355
153.6143	145.9954	150.407	148.0502	144.369	128.1544
292.0849	284.7885	188.7344	222.5956	204.3046	224.9529
189.4878	177.9908	178.9765	154.6512	161.1188	149.5708
275.7823	264.2036	230.1678	176.3805	166.6061	176.3867
163.1264	169.2022	150.9067	150.5067	150.9989	150.2614
141.2035	163.5613	155.293	155.3783	144.6699	163.4532
137.5343	137.25	128.205	120.6503	127.3352	129.2587
383.9696	394.2453	266.9922	216.0657	260.683	289.9299
137.9819	119.3858	114.0438	109.1579	87.36913	99.59344
142.7912	139.9519	140.1684	125.4962	142.3398	137.0695
149.5	179.1974	168.2936	165.1882	160.6626	132.8939
119.0064	119.2383	111.7064	121.0509	115.1183	114.4489
245.7471	241.0381	233.2261	222.6374	251.2152	229.8286
178.3871	204.4876	147.5741	113.1254	229.402	234.5994
124.5235	114.8423	102.4503	113.556	112.304	104.8282
102.2394	97.5331	105.0263	112.3625	101.2484	102.2622
153.8388	140.9152	149.8669	151.7755	135.8101	137.381
186.131	173.5447	120.2986	136.3468	131.4041	155.7377
95.58042	103.5759	99.02382	88.63008	89.20279	86.47571
257.4124	286.6477	225.5829	236.8824	168.3671	178.2657
119.1991	121.2321	127.667	124.272	122.1477	105.6438
146.4237	149.2163	163.7122	161.4431	138.9187	145.7764
150.4979	115.5499	156.3176	129.1103	133.5768	152.297
168.8347	175.2173	191.0595	172.9113	169.5135	189.5344
84.2454	81.72897	82.01722	91.65279	78.95972	75.48748
144.2488	134.8771	117.0432	131.1115	126.6091	130.9972
194.4639	187.1533	199.8846	182.8707	183.227	197.7913
123.6419	109.6687	107.9636	113.6603	97.58468	106.8567
139.049	145.6513	160.3354	149.7419	150.3051	128.3572
200.6875	194.2735	192.4679	191.9852	200.1331	185.9966
205.2728	187.8637	151.5987	152.0412	166.3171	155.6461
93.4892	113.9338	99.62612	107.0034	87.95489	94.30299
196.0442	185.0857	165.57	155.8428	185.8531	153.0222
194.9279	177.4552	194.5327	196.7012	177.8213	179.3685
222.7167	187.0283	228.512	197.2697	182.3572	179.6089
149.9602	155.4335	159.3402	165.5683	141.1587	151.7713
127.2897	109.1277	137.5471	134.689	97.07406	97.03571
140.4741	122.8989	135.7416	150.338	137.0024	130.507
197.3439	195.0489	194.2143	157.0621	191.9754	187.1523
142.3303	125.7788	145.4196	141.2229	145.9604	157.6368
138.4298	142.9153	89.97053	96.31786	107.5769	106.3074
107.9242	113.9528	99.19688	96.19794	88.80373	97.86824
165.9439	174.6588	144.6437	147.2816	140.9631	132.6393
390.2444	402.5636	361.201	325.3058	313.6341	360.5863
137.7528	138.5088	122.1532	125.894	124.9751	120.588
157.8701	167.4633	158.0548	149.1307	151.4185	161.9834
178.3997	152.5614	144.6681	163.1909	135.5177	155.8952
168.5764	191.782	165.4268	175.4697	168.9384	188.3538
84.11563	84.78737	77.29124	89.68217	90.2014	86.07301
132.3732	140.9005	137.6677	131.8506	126.6793	130.9317
171.4125	171.6758	156.9136	160.4453	169.3454	152.3226
129.0845	119.7611	129.8237	104.2301	130.9021	117.9862
276.6613	289.883	234.2114	262.0861	243.0784	248.5406
136.2597	150.7677	136.4677	145.1289	147.6998	118.1215
1878.986	2210.271	1043.251	953.8254	1658.859	1695.502
134.291	123.2328	122.8437	114.283	119.79	111.0806
170.6346	163.9899	176.3111	179.9437	160.4314	140.9128
667.5225	697.908	465.1424	398.1288	578.3608	709.2187
96.68156	108.7169	89.21453	97.01701	98.66478	102.1306
160.6	161.1494	161.9662	146.9852	129.1797	124.9651
1503.387	1391.027	737.7723	645.2144	1267.585	1295.978
129.8631	130.1565	142.5976	138.1639	141.0468	124.8946
158.3107	136.4703	198.7431	254.303	136.562	127.8303
276.4391	287.6016	193.8882	240.289	249.3043	247.9888
175.0001	177.9416	171.1719	172.2487	151.869	159.15
158.0259	178.4606	164.4779	172.9793	141.5235	148.3967
168.5039	161.2844	168.0751	146.2429	148.1676	141.6039
114.0701	137.0147	119.8723	116.3454	115.475	116.4012
290.8252	307.6654	295.0764	260.5746	210.3546	233.7621
788.2285	711.0438	1109.233	1436.509	546.7628	545.7385
1769.935	1615.304	1010.602	1301.401	1736.268	1745.934
110.2333	126.3935	112.777	98.69496	100.4076	95.94569
194.8909	202.5325	191.713	190.2242	172.9927	170.7898
275.228	282.16	1167.846	959.7054	652.0553	709.1518
213.2144	198.8134	915.2898	815.4244	509.1089	585.0905
115.8636	128.1546	107.8058	119.7703	115.345	124.2129
164.9111	140.4931	148.9946	143.9307	131.4697	148.0782
122.6235	141.001	127.504	131.9994	125.1115	119.8165
142.0168	153.3904	138.327	127.5837	132.082	145.0311
139.1189	140.9194	164.8058	128.0432	126.4567	122.0721
145.6861	146.0164	140.2385	151.157	147.6147	128.4476
135.9584	128.3093	129.4596	120.6212	118.8587	121.7266
134.0439	127.5634	131.3686	137.3304	124.0773	123.8469
173.8354	169.0462	197.448	164.6477	162.3432	166.9478
114.8867	108.7645	96.75387	96.47536	100.5004	95.73839
92.93195	96.52583	94.37595	86.47989	82.72695	89.30492
127.6739	137.0488	142.6697	147.2046	126.4736	130.0203
124.6696	147.1788	130.5267	125.5842	113.6107	142.3034
734.3201	745.665	562.6614	525.8499	515.7366	530.3454
189.6601	150.7855	193.2807	155.9212	164.4627	174.739
126.0254	121.0629	122.9005	116.4549	107.825	113.3554
190.2133	172.578	183.7367	177.8855	158.5486	165.1217
129.4219	120.5149	125.7581	114.5813	115.5677	121.916
137.7605	130.3486	134.7462	151.8548	128.4337	111.033
180.2052	172.0016	166.8893	158.8739	162.7191	159.517
146.8428	167.8626	140.7013	142.2968	140.9241	139.1757
184.71	184.1136	147.7469	195.3598	165.3566	185.8593
135.7056	132.4219	123.2115	138.5232	122.9912	121.9309
295.7558	316.9032	288.0135	239.3758	274.6031	294.7068
174.0446	182.7135	153.4321	174.761	168.2307	164.1813
245.9025	232.7893	187.7914	183.3778	160.2095	140.2301
130.4455	137.3983	114.665	115.1155	122.3273	107.6386
181.1384	176.8355	192.4294	187.4503	188.7229	183.1607
129.2144	135.4053	122.6227	125.2298	96.74834	106.4683
165.1851	156.405	177.189	170.5766	154.7982	151.6694
95.78269	95.03364	97.64713	100.1563	91.60455	89.71381
95.06299	104.1747	91.04526	104.0979	93.74044	87.87667
123.0261	117.2975	122.51	127.7402	102.1948	108.0954
